item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q12879099	Cleta	one of the Charites/Graces
http://www.wikidata.org/entity/Q104002	Urania	Muse of astronomy and astrology in Greek mythology
http://www.wikidata.org/entity/Q192136	Kreios	Titan in Greek mythology
http://www.wikidata.org/entity/Q1543617	Gration	Greek mythological giant
http://www.wikidata.org/entity/Q184216	Tethys	mythological figure
http://www.wikidata.org/entity/Q184232	Theia	female Titan in Greek mythology
http://www.wikidata.org/entity/Q104012	Euterpe	muse of music in Greek mythology
http://www.wikidata.org/entity/Q1620048	Hippolytos	Greek mythological giant
http://www.wikidata.org/entity/Q845112	Enceladus	mythological giant
http://www.wikidata.org/entity/Q653681	Alcyoneus	giant in Greek mythology
http://www.wikidata.org/entity/Q250588	Astraeus	Greek astrological god associated with winds
http://www.wikidata.org/entity/Q103992	Melpomene	Greek muse of tragedy
http://www.wikidata.org/entity/Q179543	Iapetos	Titan in Greek mythology
http://www.wikidata.org/entity/Q103107	Leto	Greek mythological figure and mother of Apollo and Artemis
http://www.wikidata.org/entity/Q12899764	Enope	Muse of Greek mythology, per a scholiast
http://www.wikidata.org/entity/Q15825636	Leon	giant in Greek mythology
http://www.wikidata.org/entity/Q60236031	Effra	
http://www.wikidata.org/entity/Q182837	Koios	Titan in Greek mythology
http://www.wikidata.org/entity/Q1187298	Gyges	one of the Hundred-Handers, or hekatonkheires
http://www.wikidata.org/entity/Q1045732	Mimas	giant (Greek mythology)
http://www.wikidata.org/entity/Q1421201	Porphyrion	giant in Greek mythology
http://www.wikidata.org/entity/Q3060927	Eurytos	Greek mythological giant
http://www.wikidata.org/entity/Q1260484	Thalia	one of the 3 Graces
http://www.wikidata.org/entity/Q334447	Kratos	Titan from Greek mythology
http://www.wikidata.org/entity/Q901487	Damysos	giant in Greek mythology
http://www.wikidata.org/entity/Q1249106	Ephialtes	Giant, son of Uranus
http://www.wikidata.org/entity/Q3991817	Tisiphone	ancient Greek mythological punisher of murder
http://www.wikidata.org/entity/Q30004767	Mr. Grim	an instance of the Grim Reaper
http://www.wikidata.org/entity/Q159168	Themis	in ancient Greek mythology, a titaness, the personification of divine order, fairness, law, natural law, and custom, whose symbols are the scales of justice
http://www.wikidata.org/entity/Q7503735	Shreyansanatha	11th Jain Tirthankara
http://www.wikidata.org/entity/Q2790039	Munisuvrata	20th Jain Tirthankara
http://www.wikidata.org/entity/Q918202	Di Penates	household gods in Roman tradition
http://www.wikidata.org/entity/Q5558573	Tatewari	Huichol God of Fire
http://www.wikidata.org/entity/Q3089011	Sanat Kumara	character in Theosophy
http://www.wikidata.org/entity/Q7123864	Padmaprabha	Sixth Jain Tirthankar
http://www.wikidata.org/entity/Q1077817	Tirthankara	in Jainism, a saviour and spiritual teacher of the dharma
http://www.wikidata.org/entity/Q17047373	Zhytsen	
http://www.wikidata.org/entity/Q931506	Swaminarayan	Founder of the Swaminarayan Sect.
http://www.wikidata.org/entity/Q224361	Rudiobus	
http://www.wikidata.org/entity/Q7273063	Quzah	Arabic god
http://www.wikidata.org/entity/Q2919303	Fagus	god of beech trees
http://www.wikidata.org/entity/Q7370730	Roua	Polynesian god
http://www.wikidata.org/entity/Q6661921	Llao	god of the Klamath people
http://www.wikidata.org/entity/Q7267219	Qaynan	
http://www.wikidata.org/entity/Q2714875	Shangdi	The High God, a chief god or single God of ancient Chinese religion, some salvationist religions like Yiguandao, and Protestant Christianity in Chinese translation
http://www.wikidata.org/entity/Q6008085	Imra	Supreme deity of the Nuristani people before their conversion to Islam
http://www.wikidata.org/entity/Q7261841	Pushpadanta	9th Jain Tirthankara
http://www.wikidata.org/entity/Q1400271	Parshvanatha	23rd Tirthankara in Jainism
http://www.wikidata.org/entity/Q16632373	Igigi	gods of heaven in Sumerian mythology
http://www.wikidata.org/entity/Q2337894	God in Buddhism	concept of god in Buddhism
http://www.wikidata.org/entity/Q7266412	Qamata	creator god of the Xhosa
http://www.wikidata.org/entity/Q5553475	Tukik	Inuit god of the moon
http://www.wikidata.org/entity/Q2553587	Mbombo	god in the religion of the Kuba people
http://www.wikidata.org/entity/Q1746328	Neminatha	22nd Jain Tirthankara
http://www.wikidata.org/entity/Q3700040	Vasupujya	12th Jain Tirthankara
http://www.wikidata.org/entity/Q7377741	Suparshvanatha	7th Jain Tirthankara
http://www.wikidata.org/entity/Q24945843	Marudevi	Mother of Rishabhanatha
http://www.wikidata.org/entity/Q1370311	Jagannath	Hindu God, believed to be abstract form of Krishna.
http://www.wikidata.org/entity/Q60789171	God in Catholicism	Catholic concept
http://www.wikidata.org/entity/Q2722656	Aranatha	18th Jain Tirthankara
http://www.wikidata.org/entity/Q1364703	Aiwass	name given to a voice that English occultist Aleister Crowley claimed to have heard
http://www.wikidata.org/entity/Q10706904	Twe	African god
http://www.wikidata.org/entity/Q2813275	Dharmanatha	15th Jain Tirthankara
http://www.wikidata.org/entity/Q6033642	Ohol	God in Turkish mythology
http://www.wikidata.org/entity/Q20991258	Nabhi	Father of Rishabhanatha
http://www.wikidata.org/entity/Q12989817	Anjana	mother of Hanuman (Ramayana)
http://www.wikidata.org/entity/Q26097333	Nemausus	Celtic patron god of Nemausus
http://www.wikidata.org/entity/Q3020299	Anantanatha	14th Tirthankara of the present age of Jainism
http://www.wikidata.org/entity/Q9616887	Yama	lord of death in Hindu Religion
http://www.wikidata.org/entity/Q25392443	Anna	ancient Anatolian goddess
http://www.wikidata.org/entity/Q11378	Shiva	one of the principal deities of Hinduism
http://www.wikidata.org/entity/Q12044	Flying Spaghetti Monster	chief deity of Pastafarianism
http://www.wikidata.org/entity/Q2672099	Virabhadra	form of Hindu god Shiva
http://www.wikidata.org/entity/Q729020	Damu	god of vegetation and rebirth in Sumerian mythology
http://www.wikidata.org/entity/Q7492546	Shitalanatha	10th Jain Tirthankara
http://www.wikidata.org/entity/Q64517943	Nyambe	deity of the Bassa people of Cameroon
http://www.wikidata.org/entity/Q4807025	Asira	pre-Islamic divinity worshipped in northern Arabia
http://www.wikidata.org/entity/Q391303	Šassuratu	A deity of the Akkadian language
http://www.wikidata.org/entity/Q10690666	Tano	God in the mythology of the Akan in Ghana
http://www.wikidata.org/entity/Q2790254	Mallinatha	19th Jain Tirthankara
http://www.wikidata.org/entity/Q10867688	Sah	Ancient Egyptian god
http://www.wikidata.org/entity/Q4260888	Giga Chad	The most epic perosn
http://www.wikidata.org/entity/Q5576021	God in Sikhism	Sikh view of God
http://www.wikidata.org/entity/Q3351786	Ajitanatha	2nd Jain Tirthankara
http://www.wikidata.org/entity/Q2724631	Sumatinatha	5th Tirthankara in Jainism
http://www.wikidata.org/entity/Q2752560	Naminatha	21st Jain Tirthankara
http://www.wikidata.org/entity/Q2790221	Kunthunatha	17th Jain Tirthankara
http://www.wikidata.org/entity/Q5071432	Chandraprabha	8th Jain Tirthankara
http://www.wikidata.org/entity/Q7997989	Wi	God in Lakota mythology
http://www.wikidata.org/entity/Q2722402	Abhinandananatha	4th Tirthankara in Jainism
http://www.wikidata.org/entity/Q2790079	Shantinatha	16th Jain Tirthankara
http://www.wikidata.org/entity/Q3018930	Vimalanatha	13th Jain Tirthankara
http://www.wikidata.org/entity/Q2397602	Bahubali	Jain deity/god/saint
http://www.wikidata.org/entity/Q623065	Dagon	Canaanite god of prosperity and father of gods
http://www.wikidata.org/entity/Q390957	Shakka	Mesopotamian god
http://www.wikidata.org/entity/Q2302121	Ein Sof	in Kabbalah, God is prior to any self-manifestation in the production of any spiritual realm
http://www.wikidata.org/entity/Q9422	Mahavira	Jain religious teacher (540-468 BCE)
http://www.wikidata.org/entity/Q5065865	Cghene	african god
http://www.wikidata.org/entity/Q7428071	Sefer-T	God of ancient egypt
http://www.wikidata.org/entity/Q748574	Asterodeia	
http://www.wikidata.org/entity/Q3622436	Argiope	Greek nymph, mother of Thamyris
http://www.wikidata.org/entity/Q1627823	Hora	
http://www.wikidata.org/entity/Q326767	Thaumas	sea god of Greek mythology
http://www.wikidata.org/entity/Q2305446	Caanthus	
http://www.wikidata.org/entity/Q3731168	Ercina	nymph from Boeotia
http://www.wikidata.org/entity/Q40196079	Menodice	nymph, mother of Hylas
http://www.wikidata.org/entity/Q7426963	Satyrion	
http://www.wikidata.org/entity/Q489104	Anchiale	
http://www.wikidata.org/entity/Q3349027	Ocyrhoe	mother, by Hippasus, of Hippomedon
http://www.wikidata.org/entity/Q931321	Axioche	
http://www.wikidata.org/entity/Q1280292	Echemeia	
http://www.wikidata.org/entity/Q12750909	Diopatra	
http://www.wikidata.org/entity/Q2659035	Melaena	Greek nymph, lover of Apollo
http://www.wikidata.org/entity/Q7960734	Wakka-us-kamuy	ainu kamuy (goddess) of fresh water
http://www.wikidata.org/entity/Q26399341	Cyrene	nymph, mother of Diomedes by Ares
http://www.wikidata.org/entity/Q170053	Castalia	water deity
http://www.wikidata.org/entity/Q19681430	Euryte	
http://www.wikidata.org/entity/Q10435640	Brisa	
http://www.wikidata.org/entity/Q1617512	Hieromneme	
http://www.wikidata.org/entity/Q3564956	Teledice	
http://www.wikidata.org/entity/Q1129489	Orithyia	legendary princess of Athens
http://www.wikidata.org/entity/Q624551	Nephele	cloud goddess, wife of Athamas and mother of Phrixus and Helle
http://www.wikidata.org/entity/Q764777	Himalia	Greek mythological character
http://www.wikidata.org/entity/Q4946887	Borysthenis	
http://www.wikidata.org/entity/Q193115	Scylla	nymph transformed into a sea monster by Circe in Greek mythology
http://www.wikidata.org/entity/Q179014	Io	nymph seduced by Zeus in Greek mythology
http://www.wikidata.org/entity/Q21153021	Aora	nymph
http://www.wikidata.org/entity/Q644692	Corcyra	daughter of the Asopos river and the nymph Metope
http://www.wikidata.org/entity/Q12725881	Crataeis	the mother of Scylla
http://www.wikidata.org/entity/Q106963795	Cynosura	Greek nymph
http://www.wikidata.org/entity/Q5261718	Dercetis	nymph mentioned by Statius
http://www.wikidata.org/entity/Q2188311	Hegetoria	
http://www.wikidata.org/entity/Q12777065	Syllis	nymph, mother of Zeuxippus with Apollo
http://www.wikidata.org/entity/Q2723170	Ceroessa	
http://www.wikidata.org/entity/Q30058278	Asopis	
http://www.wikidata.org/entity/Q1638536	Lampetia	daughter of Helius in Greek myth
http://www.wikidata.org/entity/Q6053186	Ornea	
http://www.wikidata.org/entity/Q843514	Thoosa	water deity
http://www.wikidata.org/entity/Q2391464	Methe	Greek mythological personification of drunkenness
http://www.wikidata.org/entity/Q761106	Nana	daughter of the Phrygian river-god Sangarius in Greek mythology
http://www.wikidata.org/entity/Q189527	Nereus	sea god of Greek mythology
http://www.wikidata.org/entity/Q3621995	Nomia	nymph of ancient Arcadia
http://www.wikidata.org/entity/Q11909453	Bistonis	nymph in Greek mythology
http://www.wikidata.org/entity/Q1075258	Chloris	Greek nymph
http://www.wikidata.org/entity/Q1119537	Phaethusa	daughter of Helios and Neaera, in Greek mythology
http://www.wikidata.org/entity/Q5739811	Chalcis	nymph in Greek mythology
http://www.wikidata.org/entity/Q56152568	Brettia	
http://www.wikidata.org/entity/Q1246343	Callichore	Greek nymph
http://www.wikidata.org/entity/Q2934546	Calybe	nymph from Greek mythology
http://www.wikidata.org/entity/Q1375640	Neaera	nymph in Greek mythology, loved by Helios
http://www.wikidata.org/entity/Q9338656	Smilax	Greek nymph
http://www.wikidata.org/entity/Q774101	Aura	divine personification of the breeze in Greek and Roman mythology
http://www.wikidata.org/entity/Q112001	Taygete	mythical character
http://www.wikidata.org/entity/Q793088	Benthesikyme	daughter of Poseidon and Amphitrite
http://www.wikidata.org/entity/Q60198210	Dryope	
http://www.wikidata.org/entity/Q180325	Ersa	Greek water deity
http://www.wikidata.org/entity/Q1947806	Moria	nymph in Greek mythology
http://www.wikidata.org/entity/Q5805670	Dictynna	ancient Greek divinity
http://www.wikidata.org/entity/Q18412032	Glauce	Arcadian nymph in Greek mythology
http://www.wikidata.org/entity/Q3564989	Nerites	A Greek deity
http://www.wikidata.org/entity/Q381459	Agave	daughter of Cadmus in Greek mythology
http://www.wikidata.org/entity/Q634575	Aetna	Greek nymph
http://www.wikidata.org/entity/Q2349443	Salamis	nymph in Greek mythology
http://www.wikidata.org/entity/Q738007	Melicertes	Greek mythological figure
http://www.wikidata.org/entity/Q203673	Kallisto	nymph in Greek mythology
http://www.wikidata.org/entity/Q638578	Helle	greek mythology character
http://www.wikidata.org/entity/Q764932	Thrassa	mythical character
http://www.wikidata.org/entity/Q2404406	Tereine	
http://www.wikidata.org/entity/Q62058069	Hagno	nymph of Arcadia, helped raise Zeus
http://www.wikidata.org/entity/Q1498745	Hippothoe	Wikimedia disambiguation page
http://www.wikidata.org/entity/Q3147753	Ida	Greek nymph, nurse of Zeus
http://www.wikidata.org/entity/Q385397	Glaucus	semi-divine sea-dweller in Greek mythology
http://www.wikidata.org/entity/Q1702894	Thelpusa	nymph, daughter of Ladon in Greek mythology
http://www.wikidata.org/entity/Q2024668	Idotea	Greek sea goddess
http://www.wikidata.org/entity/Q192082	Charybdis	figure in Greek mythology transformed in a sea monster by Zeus
http://www.wikidata.org/entity/Q506285	Eurybia	Greek sea goddess
http://www.wikidata.org/entity/Q3940021	Rodon	God of the sea in Illyrian mythology
http://www.wikidata.org/entity/Q844867	Cymopoleia	daughter of Poseidon
http://www.wikidata.org/entity/Q5837114	Oeroe	river goddess of Boeotia
http://www.wikidata.org/entity/Q3200444	Harpina	Naiad nymph, daughter of Phliasian Asopus and Metrope
http://www.wikidata.org/entity/Q13407380	Echenais	nymph enamored of Daphnis
http://www.wikidata.org/entity/Q191481	Proteus	sea divinity in Greek mythology
http://www.wikidata.org/entity/Q2370052	Acantha	figure in Greek mythology
http://www.wikidata.org/entity/Q209489	Ceto	Greek sea goddess
http://www.wikidata.org/entity/Q4057954	Adrasteia	Greek nymph
http://www.wikidata.org/entity/Q3649172	Cabeiro	sea nymph in Greek mythology
http://www.wikidata.org/entity/Q1984901	Neda	nymph in Greek mythology
http://www.wikidata.org/entity/Q3086495	Thalia	nymph, daughter of Hephaestus
http://www.wikidata.org/entity/Q2088330	Ashnan	mesopotamian goddess of grain
http://www.wikidata.org/entity/Q872943	Chicomecoatl	aztec deity
http://www.wikidata.org/entity/Q47553	Ishtar	East Semitic Akkadian, Assyrian and Babylonian goddess of fertility, love, war, and sex
http://www.wikidata.org/entity/Q444391	Tanfana	Germanic goddess
http://www.wikidata.org/entity/Q538339	Angerona	Roman goddess
http://www.wikidata.org/entity/Q2996714	Umay	goddess of fertility in Turkic mythology and Tengriism
http://www.wikidata.org/entity/Q204608	norns	group of characters in Norse mythology
http://www.wikidata.org/entity/Q3187057	Affluence	Abundance of valuable financial assets or physical possessions which can be converted into a form that can be used for transactions.
http://www.wikidata.org/entity/Q3572260	Yhi	goddess of light and creation in Australian Aboriginal mythology
http://www.wikidata.org/entity/Q4945752	Bormana	Celtic goddess
http://www.wikidata.org/entity/Q4749694	An	goddess in Sumerian mythology
http://www.wikidata.org/entity/Q462803	Ama-no-Uzume	goddess of dawn, mirth and revelry in the Shinto religion of Japan
http://www.wikidata.org/entity/Q1265256	Nintinugga	Mesopotamian goddess from Nippur
http://www.wikidata.org/entity/Q2143293	Atla	Norse mythgoddess
http://www.wikidata.org/entity/Q25205801	Waka	Hawaiian lizard goddess
http://www.wikidata.org/entity/Q1621750	Chimalma	aztec deity
http://www.wikidata.org/entity/Q5187248	Crobh Dearg	
http://www.wikidata.org/entity/Q5678815	Hasinaw-uk-kamuy	
http://www.wikidata.org/entity/Q1722818	Kamakshi	
http://www.wikidata.org/entity/Q2463867	Anahit	Armenian Goddess
http://www.wikidata.org/entity/Q7515075	Silili	divine figure in the Epic of Gilgamesh
http://www.wikidata.org/entity/Q752213	Chalchiuhtlicue	Aztec goddess of water, rivers, seas, streams, storms, and baptism
http://www.wikidata.org/entity/Q549057	Caer Ibormeith	
http://www.wikidata.org/entity/Q847111	Maria Kannon	
http://www.wikidata.org/entity/Q10295836	Hipta	
http://www.wikidata.org/entity/Q2052073	Chantico	
